loading, validation, memory_usage
121.952, 1727.572, 7.27441406250000000000
126.508, 1675.043, 7.64746093750000000000
126.139, 1723.749, 7.33691406250000000000
125.949, 1778.417, 7.48730468750000000000
128.461, 1727.352, 7.19628906250000000000
120.701, 1733.593, 7.37304687500000000000
