loading, validation, memory_usage
410.491, 6505.136, 30.17578125000000000000
408.591, 6223.728, 30.07812500000000000000
470.599, 6280.543, 30.05859375000000000000
482.414, 6230.3, 30.03906250000000000000
418.31, 6409.96, 30.05859375000000000000
410.01, 6258.872, 30.05859375000000000000
