loading, validation, memory_usage
1206.61, 1849.428, 28.93554687500000000000
1201.707, 1818.557, 25.50781250000000000000
1201.435, 1832.657, 27.63671875000000000000
1240.96, 1758.721, 27.80273437500000000000
1223.922, 1787.502, 28.88671875000000000000
1222.042, 1827.447, 25.42968750000000000000
