loading, validation, memory_usage
1223.463, 0.749, 21.02539062500000000000
1241.393, 0.55, 19.37500000000000000000
1212.686, 0.467, 20.88867187500000000000
1153.332, 0.564, 21.06445312500000000000
1214.748, 0.564, 21.21093750000000000000
1207.039, 0.576, 22.23632812500000000000
