loading, validation, memory_usage
28.854, 0.68, 1.63964843750000000000
29.901, 0.543, 1.64160156250000000000
29.444, 0.493, 1.51367187500000000000
28.438, 0.544, 1.55175781250000000000
29.819, 0.564, 1.62011718750000000000
28.689, 0.468, 1.68066406250000000000
