loading, validation, memory_usage
28.789, 0.171, 1.65625000000000000000
29.491, 0.25, 1.63867187500000000000
30.59, 0.169, 1.57324218750000000000
28.699, 0.173, 1.78222656250000000000
28.558, 0.16, 1.62304687500000000000
28.344, 0.26, 1.61230468750000000000
