loading, validation, memory_usage
300.501, 0.986, 6.14062500000000000000
278.812, 0.726, 6.03906250000000000000
288.422, 1.094, 6.76269531250000000000
306.405, 0.878, 6.32421875000000000000
279.618, 0.627, 6.05468750000000000000
282.709, 1.023, 6.37011718750000000000
