loading, validation, memory_usage
337.991, 5.136, 5.16699218750000000000
344.901, 5.48, 5.34667968750000000000
349.616, 5.239, 5.25976562500000000000
346.542, 5.627, 5.56835937500000000000
343.652, 5.229, 5.18164062500000000000
342.444, 5.172, 5.20312500000000000000
