loading, validation, memory_usage
12.295, 30.853, 1.76562500000000000000
11.448, 29.03, 1.56933593750000000000
11.485, 32.451, 1.52050781250000000000
11.205, 31.193, 1.56835937500000000000
12.078, 30.35, 1.57910156250000000000
11.414, 29.577, 1.54492187500000000000
