loading, validation, memory_usage
126.327, 41.984, 5.14062500000000000000
134.667, 45.612, 5.27050781250000000000
119.141, 47.769, 5.68359375000000000000
127.178, 46.367, 5.38574218750000000000
119.159, 41.837, 5.44238281250000000000
123.084, 42.571, 5.09277343750000000000
