loading, validation, memory_usage
12.399, 4.787, 1.12597656250000000000
12.029, 4.96, 1.12011718750000000000
12.181, 4.34, 1.14941406250000000000
13.345, 4.677, 1.11718750000000000000
12.137, 4.8, 1.11816406250000000000
13.326, 4.293, 1.18945312500000000000
