loading, validation, memory_usage
13.374, 22.974, 2.15917968750000000000
12.727, 22.433, 1.97460937500000000000
13.449, 22.145, 2.23242187500000000000
13.468, 22.337, 2.16113281250000000000
13.436, 22.251, 1.87890625000000000000
11.922, 22.234, 2.02832031250000000000
