loading, validation, memory_usage
134.278, 121.259, 5.76855468750000000000
132.641, 130.834, 5.66503906250000000000
117.819, 128.128, 6.05761718750000000000
123.439, 123.125, 5.71972656250000000000
135.304, 120.424, 6.14355468750000000000
122.891, 125.307, 5.81542968750000000000
