loading, validation, memory_usage
68.618, 10511.336, 2.65234375000000000000
68.545, 10743.766, 2.84277343750000000000
71.605, 10816.638, 3.89257812500000000000
69.07, 10530.591, 2.09082031250000000000
70.698, 11226.166, 3.62011718750000000000
70.622, 10416.928, 2.37109375000000000000
